1	524
2	135
3	1984
4	138
5	1076
6	983
7	90
8	13953
9	93
10	247
11	185
12	536
13	119
14	108
15	279
16	2650
17	6501
18	10422
19	522
20	114
21	214
22	199
23	599
24	1305
25	1156
26	5753
27	258
28	38816
29	514
30	114055
31	218
32	1741
33	6620
34	105
35	807
36	915
37	271
38	774
39	735
40	456
41	93
42	125
43	104
44	8170
45	2589
46	6393
47	2310
48	3511
49	220
50	323
51	89
52	4985
53	113
54	152
55	2352
56	1762
57	3483
58	17066
59	194
60	291
61	146
62	282
63	176
64	95
65	253
66	161
67	287
68	2101
69	111
70	321
71	1513
72	173
73	719
74	362
75	215
76	2836
77	13279
78	4750
79	3318
80	265
81	1191
82	112
83	18304
84	2725
85	236
86	172
87	115
88	947
89	864
90	614
91	546
92	153
93	163
94	333
95	926
96	476
97	11210
98	127
99	126
100	78
101	324
102	314
103	194
104	3443
105	188
106	884
107	820
108	18669
109	540
110	2135
111	29541
112	235
113	1345
114	418
115	649
116	1016
117	956
118	18772
119	89
120	325
121	91
122	3325
123	264
124	169
125	1699
126	1151
127	3003
128	409
129	747
130	86
131	699
132	819
133	2446
134	98
135	374
136	118
137	198
138	5782
139	93
140	110
141	120
142	309
143	37591
144	279
145	438
146	359
147	130
148	21707
149	55
150	262
151	165
152	8909
153	310
154	145
155	932
156	8012
157	674
158	351
159	162
160	883
161	602
162	453
163	187
164	565
165	4436
166	9170
167	8321
168	1314
169	326
170	211
171	6010
172	312
173	2202
174	177
175	87408
176	191
177	239
178	1887
179	279
180	2344
181	3416
182	230
183	146
184	371
185	2269
186	281
187	19793
188	2420
189	13916
190	103
191	96419
192	266
193	114
194	633
195	161
196	150
197	77480
198	189
199	34411
200	121
201	2625
202	376
203	92
204	223
205	497
206	1014
207	250
208	2167
209	4229
210	668
211	602
212	876
213	3446
214	119
215	5594
216	8829
217	404
218	115
219	108
220	215
221	150
222	98
223	23109
224	1063
225	7113
226	186
227	1291
228	93
229	636
230	122
231	744
232	4899
233	411
234	96
235	435
236	124
237	339
238	2281
239	2109
240	5029
241	41872
242	2320
243	114
244	104
245	89
246	414
247	627
248	5991
249	189
250	761
251	1176
252	23813
253	4830
254	183
255	4518
256	12045
257	26528
258	160
259	690
260	201
261	510
262	4189
263	864
264	132
265	302
266	120
267	1091
268	5393
269	21356
270	34616
271	470
272	58
273	30611
274	768
275	10335
276	113
277	152
278	82
279	720
280	524
281	3116
282	383
283	6125
284	93
285	13687
286	187
287	243
288	1107
289	4362
290	45599
291	107
292	481
293	388
294	438
295	28125
296	111
297	1887
298	433
299	75310
300	111
301	170
302	849
303	220
304	3345
305	12458
306	190
307	117
308	198
309	441
310	432
311	23838
312	64114
313	93953
314	485
315	104
316	2300
317	86
318	95
319	115
320	124
321	143
322	867
323	708
324	381
325	1003
326	161
327	175
328	194
329	64878
330	26509
331	46409
332	145
333	384
334	35739
335	147
336	192
337	2271
338	1368
339	536
340	172
341	1817
342	1318
343	86
344	2542
345	4014
346	459
347	105
348	12468
349	580
350	1117
351	125
352	118
353	20137
354	135
355	148
356	1683
357	74661
358	2955
359	4402
360	2175
361	33690
362	3891
363	1617
364	116
365	258
366	336
367	12152
368	1359
369	953
370	479
371	1910
372	143
373	83
374	211
375	2011
376	187
377	111
378	8036
379	147
380	524
381	6423
382	150
383	218
384	1360
385	9155
386	1460
387	575
388	213
389	371
390	5200
391	566
392	55
393	11735
394	1592
395	1732
396	194
397	717
398	3419
399	125
400	3591
401	3099
402	118
403	433
404	450
405	6918
406	44246
407	214
408	2779
409	433
410	985
411	199
412	316
413	29343
414	1413
415	126
416	10963
417	1424
418	1876
419	484
420	4361
421	905
422	5415
423	294
424	13787
425	4384
426	4158
427	2661
428	110
429	1179
430	1452
431	3369
432	2636
433	9881
434	125
435	342
436	3269
437	160
438	3669
439	678
440	103
441	329
442	24627
443	35316
444	87
445	7375
446	711
447	88
448	187
449	80
450	135
451	1047
452	2397
453	415
454	1789
455	759
456	2398
457	112792
458	350
459	7131
460	339
461	541
462	742
463	2253
464	80
465	97
466	332
467	1033
468	58983
469	102
470	572
471	4319
472	495
473	23020
474	2961
475	1029
476	1952
477	2173
478	425
479	1730
480	352
481	371
482	55199
483	85937
484	222
485	1304
486	3805
487	270
488	3130
489	4725
490	839
491	257
492	1713
493	106
494	26921
495	523
496	221
497	550
498	277
499	5713
500	523
501	14853
502	1503
503	234
504	2301
505	2346
506	155
507	1277
508	193
509	174
510	172
511	1696
512	295
513	415
514	840
515	127
516	19564
517	6442
518	2192
519	332
520	162
521	130
522	315
523	282
524	6092
525	142
526	574
527	268
528	23238
529	483
530	154
531	392
532	1025
533	5822
534	5242
535	5990
536	408
537	184
538	198
539	217
540	158
541	104
542	169
543	1195
544	150
545	327
546	143
547	585
548	7609
549	71
550	32858
551	14575
552	726
553	589
554	5770
555	1019
556	623
557	169
558	532
559	114
560	1499
561	2733
562	78
563	10709
564	10702
565	128
566	634
567	175
568	181
569	4289
570	252
571	149959
572	557
573	200
574	101
575	2074
576	615
577	2072
578	233
579	1936
580	7999
581	75
582	2192
583	147
584	998
585	1903
586	2291
587	505
588	2017
589	580
590	174
591	472
592	130
593	87
594	284
595	1553
596	1147
597	211
598	235
599	9567
600	2869
601	395
602	1175
603	392
604	108
605	233
606	830
607	97674
608	67
609	734
610	103
611	142
612	247
613	566
614	131
615	13517
616	102
617	738
618	330
619	254
620	650
621	7748
622	342
623	229
624	994
625	584
626	289
627	95
628	637
629	11610
630	242
631	5867
632	721
633	415
634	1453
635	137
636	13496
637	671
638	4084
639	190
640	432
641	1167
642	1201
643	3230
644	297
645	7519
646	3946
647	658
648	164
649	80
650	432
651	143
652	5067
653	134
654	84
655	798
656	110
657	1890
658	42851
659	2881
660	20293
661	3392
662	11189
663	758
664	352
665	202
666	348
667	1063
668	6059
669	78
670	7419
671	468
672	4410
673	1322
674	7517
675	175
676	2355
677	6049
678	274
679	86
680	2627
681	3991
682	4624
683	135
684	169
685	1036
686	14489
687	127
688	319
689	8569
690	881
691	185
692	32203
693	2356
694	857
695	160
696	6871
697	199
698	78
699	344
700	4536
701	318
702	204
703	179
704	157
705	37941
706	643
707	2176
708	71267
709	343
710	240
711	14517
712	847
713	128
714	76
715	473
716	97
717	1854
718	1721
719	800
720	26061
721	322
722	5615
723	13895
724	1159
725	4789
726	162
727	129
728	178
729	209
730	4391
731	1976
732	1589
733	2566
734	6562
735	195
736	312
737	102
738	582
739	917
740	126
741	407
742	212
743	438
744	105
745	112
746	23438
747	99
748	3217
749	3288
750	1788
751	9437
752	8404
753	156
754	2024
755	997
756	86
757	115
758	100627
759	16686
760	8606
761	1994
762	2193
763	11813
764	643
765	214
766	399
767	297
768	641
769	104
770	163
771	386
772	68
773	509
774	2293
775	467
776	1346
777	600
778	108
779	422
780	383
781	710
782	94
783	1175
784	212
785	385
786	498
787	81
788	57381
789	30881
790	354
791	382
792	115
793	200
794	798
795	208
796	435
797	317
798	79932
799	1056
800	151
801	151
802	98
803	360
804	596
805	293
806	950
807	3007
808	3661
809	3706
810	102
811	11465
812	115
813	140
814	423
815	234
816	99
817	4766
818	14177
819	15627
820	29
821	115
822	3614
823	260
824	906
825	5669
826	161
827	166
828	209
829	9047
830	128
831	19184
832	3380
833	8201
834	366
835	624
836	763
837	1206
838	590
839	855
840	3484
841	147
842	573
843	11165
844	173
845	220
846	3403
847	236
848	359
849	1485
850	2057
851	23834
852	564
853	457
854	155
855	444
856	383
857	1465
858	546
859	10909
860	126
861	540
862	18975
863	291
864	208
865	241
866	804
867	134
868	617
869	111
870	127
871	1369
872	30670
873	1197
874	91
875	190
876	178
877	431
878	89
879	443
880	1641
881	1110
882	81
883	4430
884	94
885	449
886	102471
887	211
888	108
889	2765
890	350
891	283
892	613
893	752
894	4810
895	2385
896	30137
897	11174
898	1212
899	182
900	10944
901	572
902	579
903	104
904	190
905	140
906	833
907	4776
908	10667
909	331
910	129
911	533
912	311
913	162
914	120
915	38
916	413
917	111
918	7390
919	10676
920	108
921	776
922	196
923	106
924	89
925	721
926	107
927	202
928	337
929	888
930	626
931	1790
932	148
933	221
934	1349
935	665
936	166
937	23178
938	176
939	133
940	17945
941	159
942	3237
943	1541
944	89
945	109
946	106
947	968
948	131
949	1651
950	90
951	328
952	2293
953	6886
954	7918
955	259
956	3015
957	598
958	258
959	189
960	1054
961	2323
962	21094
963	36140
964	2816
965	314
966	192
967	834
968	106
969	129
970	188
971	3005
972	220
973	213
974	617
975	129
976	161
977	2051
978	2202
979	126
980	1190
981	308
982	1505
983	493
984	1692
985	87941
986	3551
987	91
988	1805
989	17764
990	2923
991	352
992	6071
993	3298
994	13066
995	98
996	11581
997	292
998	441
999	1139
1000	733
1001	6070
1002	138
1003	59
1004	1278
1005	523
1006	895
1007	101
1008	930
1009	126
1010	141
1011	7910
1012	7217
1013	229
1014	213
1015	840
1016	102
1017	1416
1018	375
1019	136
1020	20408
1021	3370
1022	3829
1023	390
1024	850
1025	294
1026	7584
1027	19621
1028	98
1029	818
1030	167
1031	1417
1032	3692
1033	1013
1034	114
1035	17407
1036	204
1037	1028
1038	296
1039	1589
1040	233
1041	984
1042	705
1043	4769
1044	2932
1045	2513
1046	39869
1047	2537
1048	800
1049	549
1050	13686
1051	1401
1052	132
1053	77
1054	116
1055	1777
1056	249
1057	169
1058	5354
1059	175
1060	7398
1061	990
1062	631
1063	405
1064	92
1065	331
1066	34424
1067	1345
1068	6192
1069	788
1070	336
1071	235
1072	347
1073	53521
1074	2287
1075	5733
1076	456
1077	588
1078	328
1079	306
1080	3898
1081	173
1082	159
1083	348
1084	1660
1085	459
1086	1530
1087	2142
1088	241
1089	2024
1090	110
1091	91
1092	4334
1093	109
1094	7754
1095	191
1096	11702
1097	389
1098	5600
1099	460
1100	6033
1101	481
1102	72556
1103	3557
1104	8585
1105	1765
1106	113
1107	113
1108	409
1109	153
1110	94915
1111	1982
1112	162
1113	360
1114	1207
1115	470
1116	3617
1117	208
1118	1179
1119	200
1120	3482
1121	1261
1122	172
1123	7836
1124	328
1125	74
1126	3421
1127	240
1128	860
1129	4891
1130	3318
1131	143
1132	2970
1133	182
1134	4159
1135	145
1136	261
1137	556
1138	20492
1139	1240
1140	4227
1141	192
1142	3794
1143	622
1144	76606
1145	131166
1146	410
1147	138
1148	19196
1149	260
1150	297
1151	5694
1152	89
1153	125
1154	196
1155	1737
1156	354
1157	1189
1158	1604
1159	75
1160	3599
1161	118
1162	272
1163	9554
1164	879
1165	857
1166	82
1167	1257
1168	369
1169	108
1170	1014
1171	606
1172	2558
1173	3803
1174	34841
1175	12564
1176	7527
1177	116
1178	109
1179	1820
1180	106636
1181	163
1182	603
1183	155
1184	129
1185	129
1186	651
1187	890
1188	130
1189	168
1190	183
1191	1726
1192	147
1193	2879
1194	321
1195	984
1196	102
1197	153
1198	59
1199	123
1200	6100
1201	2955
1202	77277
1203	1327
1204	120
1205	99
1206	311
1207	384
1208	2601
1209	309
1210	1999
1211	327
1212	192
1213	1267
1214	213
1215	489
1216	3398
1217	421
1218	2347
1219	204
1220	128890
1221	4011
1222	1914
1223	401
1224	7132
1225	488
1226	3381
1227	131
1228	317
1229	1297
1230	530
1231	1121
1232	157
1233	566
1234	3238
1235	120
1236	2472
1237	768
1238	1905
1239	140
1240	652
1241	293
1242	169
1243	1346
1244	565
1245	5330
1246	225
1247	53
1248	668
1249	1094
1250	5968
1251	388
1252	2286
1253	165
1254	1192
1255	38343
1256	10677
1257	125
1258	229
1259	662
1260	2000
1261	119
1262	5901
1263	385
1264	8426
1265	243
1266	3310
1267	41203
1268	85
1269	168
1270	1937
1271	395
1272	520
1273	394
1274	4017
1275	125
1276	1280
1277	2652
1278	1735
1279	458
1280	419
1281	125
1282	2830
1283	261
1284	120
1285	221
1286	227
1287	265
1288	145
1289	32113
1290	332
1291	2988
1292	2672
1293	1998
1294	185
1295	14280
1296	1099
1297	3130
1298	2489
1299	2937
1300	5665
1301	365
1302	173
1303	566
1304	252
1305	34473
1306	625
1307	113053
1308	116
1309	74
1310	626
1311	121
1312	431
1313	471
1314	23889
1315	223
1316	1232
1317	1387
1318	1323
1319	468
1320	168
1321	178
1322	115
1323	1052
1324	45049
1325	159
1326	91
1327	198
1328	242
1329	7350
1330	122
1331	112
1332	88
1333	267
1334	147
1335	959
1336	9446
1337	103
1338	183
1339	128
1340	81
1341	153
1342	131
1343	129
1344	245
1345	130
1346	1678
1347	793
1348	192
1349	137
1350	842
1351	241
1352	1080
1353	899
1354	301
1355	540
1356	180
1357	6172
1358	580
1359	3898
1360	602
1361	149
1362	114
1363	3267
1364	4335
1365	1811
1366	527
1367	24591
1368	78
1369	188
1370	14040
1371	184
1372	1756
1373	2965
1374	362
1375	1829
1376	165
1377	799
1378	161
1379	87
1380	104
1381	584
1382	89
1383	58
1384	4151
1385	107
1386	112
1387	513
1388	145
1389	1167
1390	93
1391	653
1392	3312
1393	238
1394	12969
1395	5852
1396	242
1397	79
1398	189
1399	4805
1400	708
1401	3929
1402	788
1403	326
1404	117
1405	501
1406	72189
1407	203
1408	11851
1409	4945
1410	140
1411	69
1412	2865
1413	865
1414	227
1415	98
1416	47
1417	124
1418	669
1419	109
1420	527
1421	4120
1422	113
1423	490
1424	846
1425	17919
1426	1122
1427	225
1428	108433
1429	85
1430	185
1431	142
1432	2059
1433	200
1434	757
1435	17236
1436	201
1437	111
1438	926
1439	105
1440	106
1441	7519
1442	132
1443	1325
1444	251
1445	40
1446	869
1447	1486
1448	495
1449	147
1450	1876
1451	343
1452	297
1453	416
1454	162
1455	3791
1456	178
1457	112
1458	189
1459	364
1460	1004
1461	212
1462	347
1463	119
1464	354
1465	208
1466	40267
1467	23768
1468	277
1469	496
1470	96395
1471	2820
1472	147
1473	296
1474	140
1475	237
1476	10615
1477	197
1478	98
1479	6489
1480	167
1481	4570
1482	15710
1483	161
1484	377
1485	1367
1486	189
1487	185
1488	1407
1489	467
1490	219
1491	291
1492	737
1493	134
1494	240
1495	16123
1496	81
1497	402
1498	88
1499	842
1500	1150
1501	413
1502	9471
1503	3315
1504	208
1505	376
1506	763
1507	1868
1508	250
1509	39398
1510	395
1511	417
1512	148
1513	2242
1514	2241
1515	350
1516	145
1517	78
1518	10751
1519	99
1520	362
1521	4178
1522	110
1523	342
1524	1179
1525	4597
1526	1129
1527	207
1528	4332
1529	592
1530	8246
1531	881
1532	9469
1533	299
1534	135
1535	460
1536	398
1537	138
1538	190
1539	254
1540	291
1541	282
1542	111774
1543	8688
1544	189
1545	127
1546	340
1547	4015
1548	75
1549	381
1550	679
1551	513
1552	4174
1553	6088
1554	101
1555	183
1556	1036
1557	409
1558	8112
1559	359
1560	621
1561	59871
1562	283
1563	623
1564	728
1565	244
1566	249
1567	97
1568	148
1569	222
1570	87
1571	40405
1572	817
1573	1718
1574	277
1575	310
1576	238
1577	89
1578	18367
1579	486
1580	847
1581	1184
1582	11214
1583	184
1584	139
1585	21155
1586	405
1587	121
1588	410
1589	2998
1590	42019
1591	51
1592	397
1593	657
1594	2393
1595	16596
1596	907
1597	216
1598	886
1599	11387
1600	2714
1601	225
1602	5749
1603	121
1604	2323
1605	207
1606	1575
1607	2875
1608	364
1609	230
1610	4529
1611	218
1612	227
1613	1229
1614	106
1615	58245
1616	879
1617	636
1618	6245
1619	1011
1620	310
1621	177
1622	848
1623	237
1624	125
1625	42809
1626	234
1627	4465
1628	377
1629	788
1630	214
1631	1082
1632	12739
1633	7120
1634	762
1635	101
1636	237
1637	18169
1638	2034
1639	319
1640	97
1641	173
1642	37199
1643	151
1644	816
1645	22566
1646	9180
1647	876
1648	647
1649	77
1650	51920
1651	330
1652	2219
1653	143
1654	988
1655	2560
1656	2582
1657	183
1658	1032
1659	41118
1660	2937
1661	18804
1662	136
1663	144
1664	2209
1665	8111
1666	3985
1667	570
1668	5202
1669	277
1670	170
1671	79
1672	335
1673	7851
1674	646
1675	141
1676	345
1677	100
1678	958
1679	899
1680	138
1681	208
1682	25039
1683	677
1684	556
1685	71
1686	522
1687	1534
1688	120
1689	2603
1690	96
1691	459
1692	9360
1693	12346
1694	2349
1695	245
1696	99
1697	807
1698	109
1699	770
1700	26718
1701	148
1702	467
1703	47012
1704	4221
1705	246
1706	85
1707	10815
1708	7334
1709	19743
1710	520
1711	421
1712	424
1713	288
1714	87
1715	422
1716	302
1717	311
1718	492
1719	54869
1720	179
1721	3922
1722	1843
1723	552
1724	204
1725	633
1726	202
1727	817
1728	4084
1729	741
1730	784
1731	192
1732	299
1733	891
1734	2383
1735	3976
1736	115
1737	397
1738	243
1739	1639
1740	251
1741	10518
1742	141
1743	8235
1744	71599
1745	306
1746	10951
1747	126
1748	397
1749	1309
1750	113
1751	404
1752	104
1753	108
1754	64396
1755	150
1756	4683
1757	4681
1758	177
1759	2930
1760	2449
1761	228
1762	184
1763	135
1764	92
1765	3503
1766	2252
1767	93
1768	1513
1769	795
1770	24298
1771	7585
1772	103
1773	1220
1774	509
1775	1094
1776	697
1777	360
1778	1538
1779	92
1780	2217
1781	775
1782	665
1783	6055
1784	288
1785	93
1786	498
1787	496
1788	4909
1789	1297
1790	5461
1791	102
1792	10093
1793	428
1794	3504
1795	4896
1796	294
1797	823
1798	108824
1799	62020
1800	5012
1801	1303
1802	1463
1803	15663
1804	4889
1805	110
